City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
653,Jiuquan,CN,39.7432,98.5174,18.09,34,68,3.51,broken clouds
654,Chapais,CA,49.7834,-74.8492,-25.22,100,41,2.1,scattered clouds
655,San Quintin,MX,30.4833,-115.95,56.7,64,0,3.49,clear sky
656,Tooele,US,40.5308,-112.2983,24.15,86,0,4.61,clear sky
657,Kenai,US,60.5544,-151.2583,25.14,93,100,23.02,light snow
658,Kruisfontein,ZA,-34.0033,24.7314,63.88,75,74,9.53,broken clouds
659,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.06,90,2,1.57,clear sky
660,Mount Isa,AU,-20.7333,139.5,83.97,32,100,11.5,overcast clouds
661,Fort Smith,US,35.3859,-94.3986,23.88,83,100,1.99,overcast clouds
662,Arys,KZ,42.4252,68.795,30.42,65,0,8.01,clear sky
663,Xining,CN,36.6167,101.7667,15.82,48,100,0.89,overcast clouds
664,Kuah,MY,6.3265,99.8432,81.99,70,9,14.47,clear sky
665,Storsteinnes,NO,69.2408,19.2344,19.4,84,100,11.77,overcast clouds
666,Chornobay,UA,49.6708,32.3239,17.44,94,82,10.45,broken clouds
667,Moose Factory,CA,51.2585,-80.6094,-23.17,100,11,4.29,few clouds
668,Batagay-Alyta,RU,67.8006,130.4114,-16.46,97,99,3.04,overcast clouds
669,Southampton,GB,50.904,-1.4043,51.01,91,68,7.0,broken clouds
670,Rawson,AR,-43.3002,-65.1023,68.09,61,100,8.01,light rain
671,Mantua,IT,45.1667,10.7833,47.28,88,76,3.58,broken clouds
672,Verrettes,HT,19.05,-72.4667,74.79,89,1,4.43,clear sky
673,Les Escoumins,CA,48.1111,-69.0236,1.29,81,100,9.78,overcast clouds
674,Kamogata,JP,34.5333,133.5833,46.67,40,50,10.27,scattered clouds
675,Stornoway,GB,58.2093,-6.3865,36.03,79,75,5.01,broken clouds
676,Sar-E Pul,AF,35.8333,66.1667,30.85,31,32,10.27,scattered clouds
677,Baturaja,ID,-4.1333,104.1667,82.51,77,84,3.06,broken clouds
678,Piacabucu,BR,-10.4056,-36.4344,78.31,75,80,8.95,broken clouds
679,Hoghilag,RO,46.2333,24.6167,22.78,97,90,2.21,overcast clouds
680,Yagodnoye,RU,62.55,149.6667,-11.85,94,60,4.36,broken clouds
681,Artvin,TR,41.1667,41.8333,42.08,87,100,3.51,overcast clouds
682,Boda,CF,4.3189,17.4695,71.64,26,47,3.65,scattered clouds
